id,categories1,categories2,categories3,categories4,categories5,Job_title
155786,scala,python,apache-spark,cassandra,apache-kafka,Software Developer
159054,elasticsearch,mongodb,linux,logstash,kibana,DevOps Engineer
159251,java,hadoop,apache-kafka,openstack,microservices,Software Developer
130321,chef,amazon-web-services,ruby,linux,elasticsearch,DevOps Engineer
157355,docker,linux,sysadmin,on-prem,architecture,DevOps Engineer
159532,cassandra,nosql,cloud,,,Big Data Developer
91255,python,cython,postgresql,memcached,bigdata,Python Developer
157655,python,java,amazon-web-services,docker,kubernetes,Software Developer
150870,symfony2,elasticsearch,git,,,Backend Developer
153679,java,oop,hadoop,,,Software Developer
157466,hbase,apache-spark,apache-kafka,,,Big Data Developer
146098,machine-learning,c++,gpu-programming,mongodb,nosql,DevOps Engineer
158738,docker,ansible,linux,amazon-web-services,travis-ci,Cloud Engineer
158909,automation,hadoop,chef,,,DevOps Engineer
152409,java,elasticsearch,groovy,java-ee,javascript,Java Developer
157270,c++,java,devops,machine-learning,linux,Software Developer
157985,python,java,apache-spark,hadoop,docker,Software Developer
157791,salesforce,apex-code,soql,visualforce,rest,Salesforce Developer
157963,java,c++,.net,salesforce,oracle,Software Developer
158660,devops,gitlab,amazon-web-services,version-control,jenkins,DevOps Engineer
130926,java,bigdata,agile,microservices,cloud,Software Developer
146943,scala,apache-kafka,java,python,hadoop,Data Engineer
158745,scala,python,r,scikit-learn,apache-spark,Data Scientist
124508,python,java,sql,scala,amazon-web-services,Data Engineer
145564,docker,kubernetes,rancher,go,ansible,DevOps Engineer
129749,php,laravel,mysql,redis,elasticsearch,Software Developer
137061,hadoop,linux,java,scala,,Data Engineer
158478,elasticsearch,apache-spark,java,apache-kafka,cassandra,Data Engineer
151399,azure,amazon-web-services,cloud,machine-learning,,Cloud Engineer
159449,web-services,python,java,,,Artificial Intelligence
153265,postgresql,apache-spark,apachemf,amazon-web-services,ruby-on-rails,Big Data Developer
152961,postgresql,amazon-redshift,apache-spark,ruby,bigdata,Big Data Developer
131398,elasticsearch,solr,scala,search,lucene,Software Developer
128492,elasticsearch,security,java,ldap,saml,Java Developer
166817,java,docker,kubernetes,linux,go,Cloud Engineer
137659,go,elasticsearch,distributed-system,monitoring,scala,Software Developer
131072,scala,clojure,raft,distributed-system,elasticsearch,Cloud Engineer
126185,java,elasticsearch,lucene,geospatial,,Java Developer
142632,elasticsearch,lucene,solr,ruby-on-rails,kafka,Software Developer
146480,nodejs,mongodb,elasticsearch,docker,web-services,Software Developer
151235,java,mongodb,elasticsearch,solr,lucene,Java Developer
139397,php,elasticsearch,,,,Backend Developer
139601,php,mysql,laravel,elasticsearch,,Software Developer
117404,python,java,javascript,elasticsearch,kubernetes,Software Developer
156306,java,spring,spring-mvc,maven,elasticsearch,Java Developer
153954,java,web-services,spring,elasticsearch,rest,Java Developer
109211,java-8,hbase,elasticsearch,api,dropwizard,Backend Developer
148573,clojure,react-native,elasticsearch,oauth,node.js,Software Developer
159488,java,polymer,javascript,maven,elasticsearch,Java Developer
143388,c#,azure,elasticsearch,eventsourcing,tdd,Backend Developer
142961,mongodb,mysql,elasticsearch,python,sqlite,Backend Developer
158659,elasticsearch,apache-spark,tensorflow,scikit-learn,lucene,Software Developer
125787,scala,java,elasticsearch,bigdata,playframework,Java Developer
156588,cassandra,elasticsearch,apache-spark,,,Big Data Developer
130868,java,soap,spring,maven,elasticsearch,Java Developer
159285,ruby-on-rails,javascript,mongodb,elasticsearch,docker,Full Stack Developer 
128568,spark,elasticsearch,python,hadoop,amazon-web-services,Data Engineer
157133,elasticsearch,hadoop,java,apache-spark,machine-learning,Software Developer
152219,java,elasticsearch,playframework,amazon-web-services,,Java Developer
156380,elasticsearch,c#,.net,javascript,microservices,Software Developer
152287,java,javascript,jquery,elasticsearch,hadoop,Java Developer
155512,python,node.js,rust,cassandra,elasticsearch,Software Developer
128415,react,javascript,asp.net-mvc,elasticsearch,browserify,Front End Developer
158590,apache-spark,hadoop,sql,rabbitmq,elasticsearch,Big Data Developer
155317,machine-learning,java,elasticsearch,bigdata,clojure,Software Developer
134761,redux,nosql,elasticsearch,node.js,,Data Engineer
157979,java,spring,hibernate,microservices,elasticsearch,Java Developer
138083,python,logstash,elasticsearch,kibana,amazon-web-services,DevOps Engineer
137264,lamp,amazon-web-services,asterisk,elasticsearch,sip,Software Developer
132976,java,soap,spring,maven,elasticsearch,Java Developer
128298,c#,sql-server,angularjs,asp.net-mvc,elasticsearch,Full Stack Developer 
141961,java,spring-mvc,amazon-web-services,postgresql,elasticsearch,Java Developer
153826,elasticsearch,postgresql,c++,java,python,Software Developer
152692,java,frameworks,java-ee,elasticsearch,cloud-computing,Java Developer
143663,puppet,java,spring,reactive-programming,elasticsearch,Java Developer
120609,java,javascript,npm,groovy,elasticsearch,Java Developer
151029,node.js,reactjs,elasticsearch,mongodb,auth0,Software Developer
158701,docker,amazon-web-services,apache-spark,scala,akka,Backend Developer
109209,java-8,reactjs,ecmascript-6,hadoop,dropwizard,Software Developer
131360,go,python,reactjs,apache-kafka,apache-spark,Software Developer
110179,sql,automation,rdbms,ordbms,oodbms,Software Developer
144404,php,java,python,postgresql,mondrian,Data Scientist
155400,scala,kubernetes,docker,reactjs,javascript,Software Developer
150691,python,celery,db,,,Python Developer
157374,agile,cloud,api,java,git,Software Developer
136253,go,docker,apache-kafka,linux,bigdata,DevOps Engineer
156582,apache-spark,oop,java,,,Software Developer
157446,hadoop,scala,python,apache-spark,apache-kafka,Data Engineer
147392,machine-learning,r,sql,python,apache-spark,Data Scientist
147553,hadoop,cloud,data-mining,machine-learning,bigdata,Data Scientist
154272,java,apache-spark,cloud,amazon-web-services,amazon-emr,Cloud Engineer
158204,hadoop,spark,hive,impala,scala,Big Data Developer
110338,php,go,python,c++,nosql,Software Developer
159312,machine-learning,amazon-web-services,apache-spark,,,Data Engineer
159505,python,sql,hadoop,,,Data Scientist
131787,hadoop,chef,java,docker,kubernetes,DevOps Engineer
159302,machine-learning,amazon-web-services,apache-spark,,,Data Engineer
140515,scala,python,data-science,amazon-web-services,apache-spark,Data Scientist
131403,java,scala,hadoop,mapreduce,nosql,Software Developer
165037,python,django,linux,elasticsearch,unit-testing,Backend Developer
203805,react,go,elasticsearch,docker,python,Front End Developer
192102,node.js,reactjs,elasticsearch,google-cloud-platform,redux,Software Developer
199092,java,rest,apache-spark,apache-kafka,elasticsearch,Software Developer
197795,elasticsearch,talend,hadoop,google-bigquery,angular,Data Engineer
162992,python,nosql,elastic-map-reduce,apache-kafka,etl,Data Engineer
202698,docker,sql,centos,linux,,DevOps Engineer
203248,c++,python,embedded,,,Software Developer
151167,java,deep-learning,machine-learning,scala,python,Artificial Intelligence
136506,signal-processing,deep-learning,machine-learning,acoustics,,Machine Learning Engineer
159311,machine-learning,apache-spark,linux,,,Data Engineer
156550,hadoop,amazon-web-services,bigdata,docker,aerospike,DevOps Engineer
112636,javascript,reactjs,keystone.js,jade,css,Machine Learning Engineer
147531,machine-learning,deep-learning,tensorflow,scikit-learn,python,Machine Learning Engineer
147533,machine-learning,deep-learning,tensorflow,scikit-learn,python-3.x,Machine Learning Engineer
156128,java,c++,python,machine-learning,,Data Scientist
157566,machine-learning,python,deep-learning,tensorflow,bigdata,Machine Learning Engineer
154329,c++,python,machine-learning,,,Machine Learning Engineer
159306,machine-learning,apache-spark,linux,,,Data Engineer
158167,machine-learning,linux,unix,caffe,tensorflow,Machine Learning Engineer
153476,java,amazon-redshift,snowflake,database,sql,Data Engineer
153810,node.js,cloud,analytics,,,Data Engineer
140410,machine-learning,deep-learning,image-recognition,image-processing,signal-processing,Artificial Intelligence
159386,python-3.x,python,postgresql,sqlalchemy,flask,Backend Developer
139993,linux,unix,git,svn,hadoop,Backend Developer
157360,python-3.x,python,postgresql,sqlalchemy,flask,Backend Developer
153458,apache-spark,scala,machine-learning,,,Data Engineer
205211,data-science,bigdata,machine-learning,,,Data Scientist
195989,deep-learning,machine-learning,artificial-intelligence,neural-network,,Data Scientist
203181,python,,,,,Data Scientist
203506,r,java,sql,nlp,data-science,Data Scientist
206854,java,python,sql,,,Software Developer
203791,rest,sql,javascript,python,nosql,Backend Developer
153228,android,ios,mobile,python,opengl,Android Developer
152108,qa,,,,,Quality Assurance Analyst 
157891,react-native,javascript,ios,,,Artificial Intelligence
159174,machine-learning,data-mining,statistics,bigdata,data-science,Data Scientist
152845,google-bigquery,sql,python,amplitude,r,Data Analyst
139262,r,machine-learning,python,,,Data Scientist
135749,image-recognition,machine-learning,computer-vision,opencv,c++,Machine Learning Engineer
154574,machine-learning,algorithm,r,ruby,ruby-on-rails,Data Analyst
128219,hadoop,data-pipeline,apache-storm,apache-spark,,Data Engineer
157598,javascript,node.js,reactjs,angularjs,,Artificial Intelligence
150676,apache-spark,apache-kafka,apache-zookeeper,hbase,amazon-web-services,Data Engineer
121459,python,time-series,machine-learning,c,c++,Data Scientist
149007,scalability,apache-kafka,hadoop,apache-spark,hive,Software Developer
135821,android,reverse-engineering,code-analysis,xposed,java,Android Developer
155206,pandas,r,python,numpy,sql,Data Analyst
130402,java,hadoop,scala,hive,apache-spark,Java Developer
150942,tensorflow,caffe,c++,machine-learning,javascript,Machine Learning Engineer
154347,java,apache-spark,sqoop,hbase,oracle,Java Developer
140634,python,google-app-engine,google-cloud-datastore,,,Backend Developer
157737,typescript,javascript,python,go,sql,Machine Learning Engineer
145737,java,python,sql,sql-server,mysql,Data Engineer
156879,kubernetes,amazon-web-services,gpu,apache-kafka,tensorflow,Machine Learning Engineer
147637,deep-learning,machine-learning,computer-vision,tensorflow,conv-neural-network,Artificial Intelligence
103508,c++,deep-learning,javascript,opengl,machine-learning,Software Developer
143962,c#,.net,matlab,agile,model-view-controller,Software Developer
158165,cloud,machine-learning,hadoop,openstack,amazon-web-services,Cloud Engineer
133348,hp-quality-center,,,,,Quality Assurance Analyst 
158612,reactjs,javascript,git,,,Artificial Intelligence
158881,python,django,scrapy,postgresql,celery,Python Developer
147021,hadoop,amazon-web-services,apache-spark,rule-engine,java,Software Developer
152081,java,google-cloud-platform,grpc,reactjs,,Artificial Intelligence
157129,java,python,docker,tensorflow,machine-learning,Machine Learning Engineer
153951,automated-tests,qa,amazon-web-services,,,Quality Assurance Analyst 
157130,java,javascript,docker,tensorflow,machine-learning,Full Stack Developer 
132568,scala,java,javascript,bigdata,sql,Software Developer
145735,machine-learning,r,python,java,,Data Scientist
153247,python,kubernetes,amazon-web-services,google-cloud-platform,azure,Machine Learning Engineer
147891,distributed-system,java,go,linux,cassandra,Cloud Engineer
147963,distributed-system,java,go,linux,cassandra,Cloud Engineer
149622,scala,java,javascript,bigdata,sql,Software Developer
153942,java,cassandra,opentsdb,time-series,apache-spark-ml,Data Scientist
158976,salesforce,apex,soql,visualforce,,Salesforce Developer
157860,machine-learning,cloud,hadoop,,,Data Engineer
157261,python,ruby,linux,,,Software Developer
151757,c++,c,machine-learning,,,Full Stack Developer 
157747,hadoop,scala,java,machine-learning,bigdata,Machine Learning Engineer
156804,python-3.x,jupyter-notebook,mysql,pandas,scikit-learn,Data Analyst
156802,python-3.x,jupyter-notebook,mysql,pandas,scikit-learn,Data Scientist
152995,python,hadoop,scala,amazon-web-services,apache-spark,Data Engineer
147035,c++,c#,aws,meta-heuristic-algorithms,,Machine Learning Engineer
143393,java,python,hadoop,apache-spark,mapreduce,Big Data Developer
158726,python,hadoop,apache-spark,sql,bigdata,Python Developer
158889,vb.net,java,python,perl,c#,Software Developer
157220,bigdata,data-science,hadoop,data-lake,amazon-web-services,Data Scientist
157632,python,agile,testing,,,Python Developer
194869,apache-spark,scala,hadoop,spark,exasolution,Big Data Developer
165458,html,css,java-8,hbase,spring,Java Developer
157869,go,python,amazon-web-services,open-source,bigdata,Full Stack Developer 
152336,amazon-web-services,cloud,architecture,python,,Data Architect
153694,java,hadoop,python,postgresql,scala,Data Engineer
155757,crm,sql,hadoop,mapreduce,mongodb,Data Engineer
143085,python,node.js,javascript,docker,apache-spark,Software Developer
208674,python,pandas,luigi,etl,dimensional-modeling,Data Engineer
203909,java,spark,scripting,scala,,Software Developer
208477,machine-learning,data-science,r,statistics,tensorflow,Data Scientist
208268,scala,java,amazon-web-services,bigdata,,Data Engineer
164375,machine-learning,hadoop,amazon-web-services,hive,python,Data Scientist
201409,java,bigdata,amazon-web-services,scala,apache-spark,Data Engineer
168686,design,unix,c,c++,,Data Analyst
208294,java,python,sql,,,Software Developer
202983,android,github,sqlite,java,android-studio,Android Developer
182888,c++,simulation,real-time,parallel-processing,,Software Developer
167786,python,numpy,qt,qgraphicsview,pyqtgraph,Python Developer
208638,python,lifecycle,modeling,uml,oop,Data Scientist
208534,testing,qa,jira,json,sql,Quality Assurance Analyst 
208691,togaf,archimate,,,,Data Architect
131786,java,hadoop,distributed-system,,,Data Engineer
141040,salesforce,,,,,Salesforce Developer
159279,salesforce,salesforce-lightning,salesforce-service-cloud,javascript,,Salesforce Developer
151717,machine-learning,artificial-intelligence,r,python,c++,Machine Learning Engineer
156598,qa,testing,python,database,c++,Quality Assurance Analyst 
143628,java,solr,machine-learning,full-text-search,agile,Software Developer
157433,java,javascript,html,sql,ajax,Salesforce Developer
158698,reactjs,html5,css3,git,d3.js,Front End Developer
158421,r,machine-learning,data,ml,,Machine Learning Engineer
150793,reactjs,javascript,user-experience,redux,react-redux,Artificial Intelligence
129164,machine-learning,bigdata,saas,architecture,devops,DevOps Engineer
156926,python,r,sql,pandas,mysql,Data Scientist
157729,c#,c++,python,sql,cython,Software Developer
157215,java,scala,cassandra,rabbitmq,apache-spark,Data Engineer
154342,python,amazon-web-services,flask,docker,tensorflow,Python Developer
157386,angular,rest,java,artificial-intelligence,computer-science,Software Developer
157731,wpf,c#,3d,c,python,Software Developer
152323,scala,python,sql,,,Data Analyst
153325,c++,python,machine-learning,deep-learning,,Software Developer
158895,cloud,python,c++,c,amazon-web-services,Machine Learning Engineer
157919,windows,powershell,exchange-server,qa,,Quality Assurance Analyst 
137957,scala,java,aws,hadoop,soa,Backend Developer
157757,reactjs,php,zend-framework,redux,backend,Software Developer
153577,reactjs,javascript,data-visualization,linux,osx,Front End Developer
158318,python,r,amazon-web-services,statistics,web-scraping,Data Scientist
137309,algorithm,c++,python,machine-learning,math,Machine Learning Engineer
157307,bigdata,scala,java,java-8,,Backend Developer
148482,salesforce,,,,,Salesforce Developer
157431,bigdata,hadoop,apache-spark,qa,python,Quality Assurance Analyst 
158345,c++,machine-learning,lua,python,physx,Software Developer
159502,product,owner,,,,Data Scientist
163966,sql,json,shell,sas,r,Data Engineer
159413,python,r,amazon-web-services,machine-learning,sql,Data Scientist
155116,reactjs,d3.js,amazon-web-services,css,javascript,Software Developer
154327,sql,python,amazon-web-services,bigdata,,Software Developer
136203,python,bigdata,amazon-web-services,,,Data Architect
157816,amazon-web-services,amazon-s3,emr,lambda,apache-spark,Data Engineer
148122,haskell,amazon-web-services,apache-spark,scala,clojure,Backend Developer
146888,amazon-web-services,hadoop,apache,apache-spark,,Cloud Engineer
154876,java,python,r,data-science,amazon-web-services,Data Scientist
38375,python,linux,aws,computer-vision,image-processing,Software Developer
149922,python,aws,postgresql,rest,scala,Python Developer
146971,scala,spark,flink,kafka,aws,Data Engineer
109401,python,knockout.js,pandas,aws,webdev,Full Stack Developer 
138907,java,spring,amazon-web-services,mysql,machine-learning,Full Stack Developer 
155383,python,amazon-web-services,distributed-computing,devops,sysadmin,Artificial Intelligence
147525,scala,apache-spark,amazon-web-services,data-warehouse,,Data Engineer
153258,javascript,java,amazon-web-services,continuous-integration,bigdata,Software Developer
156607,node.js,jquery,amazon-web-services,dynamics-crm,salesforce,Software Developer
156729,rest,amazon-web-services,google-cloud-platform,scala,rust,Artificial Intelligence
141056,java,python,azure,aws,shell,Cloud Engineer
138436,hadoop,python,amazon-web-services,docker,chef,DevOps Engineer
154147,php,mysql,d3.js,drupal,,Full Stack Developer 
157631,java,hadoop,mapreduce,apache-spark,,Java Developer
150908,hadoop,apache-spark,bigdata,scala,hive,Software Developer
158464,machine-learning,python,pandas,,,Machine Learning Engineer
154313,sql,business-intelligence,r,google-analytics,tableau,Data Scientist
157162,python,numpy,hadoop,postgresql,go,Machine Learning Engineer
157113,hadoop,maven,devops,docker,linux,DevOps Engineer
142456,machine-learning,analytics,ibm-watson-cognitive,azure,data-science,Machine Learning Engineer
154288,linux,cloud,saas,sysadmin,devops,Artificial Intelligence
144078,reactjs,d3.js,typescript,,,Software Developer
157055,node.js,agile,javascript,,,Artificial Intelligence
147022,haskell,neo4j,machine-learning,functional-programming,scala,Software Developer
158584,python,r,hadoop,sql,nosql,Data Scientist
133422,c#,asp.net,python,machine-learning,nlp,Machine Learning Engineer
158569,machine-learning,classification,malware-detection,ads,,Machine Learning Engineer
157600,python,r,machine-learning,hadoop,,Data Scientist
157953,apache-spark,python,hadoop,r,tensorflow,Data Scientist
158431,salesforce,force.com,,,,Salesforce Developer
151487,druid,apache-kafka,java,hadoop,,Software Developer
156272,.net,database,sql,data-modeling,javascript,Software Developer
136963,java,bigdata,math,database,,Big Data Developer
158164,cloud,machine-learning,python,linux,unix,Data Scientist
156680,hadoop,java,apache-flink,hdfs,hbase,Java Developer
149109,java,hadoop,linux,,,Java Developer
143050,hadoop,oop,bigdata,,,Software Developer
157372,reactjs,php,microservices,javascript,tensorflow,Software Developer
140431,java,sql,nosql,,,Data Scientist
137177,image-processing,python,cloud,data-visualization,javascript,Software Developer
154326,r,machine-learning,sql,python,,Data Scientist
158297,java,sql,html,css,java-ee,Data Analyst
151753,data,data-science,python,statistics,,Data Scientist
156657,data-science,spark-streaming,hadoop,,,Big Data Developer
157352,javascript,frontend,reactjs,angularjs,python,Front End Developer
158408,t-sql,tableau,ms-excel,r-studio,data-modelling,Data Analyst
146393,r,machine-learning,sql,,,Data Scientist
159061,t-sql,tableau,ms-excel,data-warehouse,sysadmin,Data Analyst
155314,java,java-ee,unit-testing,enterprise-architect,,Software Developer
147647,mtm,agile,testing,.net,,Quality Assurance Analyst 
154331,kubernetes,google-bigquery,machine-learning,google-cloud-storage,google-cloud-platform,Cloud Engineer
121332,java,concurrency,sql,cassandra,python,Java Developer
157200,octave,sql,google-analytics,matlab,r,Data Analyst
133487,ajax,salesforce,apex,java,javascript,Salesforce Developer
158666,sql,.net,soa,nosql,artificial-intelligence,Software Developer
148738,tableau,sql,r,javascript,tsql,Data Analyst
144619,java,hadoop,rx-java,cassandra,reactive-programming,Java Developer
156088,qa,javascript,web-services,,,Quality Assurance Analyst 
157836,apex-code,apex,salesforce-lightning,javascript,,Salesforce Developer
145056,java,mariadb,excel-vba,intellij-idea,ms-access,Software Developer
142779,c++,python,linux,machine-learning,deep-learning,Machine Learning Engineer
150216,c++,java,c,machine-learning,,Data Scientist
125013,python,c,pandas,postgresql,linux,Software Developer
146556,python,numpy,scipy,enthought,,Software Developer
153706,java,c++,python,distributed-computing,,Artificial Intelligence
133009,java,c++,python,javascript,machine-learning,Software Developer
145381,php,java,c#,c++,,Machine Learning Engineer
152737,cloud,javascript,salesforce,business-logic,integration,Cloud Engineer
148853,python,c++,web-services,numpy,javascript,Software Developer
156769,scrum,agile,clojure,salesforce,apex-code,Salesforce Developer
142804,java,c++,python,go,docker,Software Developer
136180,scala,apache-spark,apache-kafka,hadoop,cassandra,Data Engineer
133112,java,scala,hadoop,apache-spark,apache-kafka,Java Developer
142811,java,oop,javascript,http,json,Full Stack Developer 
155522,apache,java,hadoop,python,apache-spark,Backend Developer
154252,java,linux,hadoop,sql,distributed-system,Cloud Engineer
153564,apache-spark,cloud,java,,,Data Engineer
206975,java,java-ee,html,spring,css,Java Developer
156732,reactjs,redux,react-redux,javascript,,Artificial Intelligence
138291,javascript,reactjs,single-page-application,d3.js,angularjs,Front End Developer
154727,r,machine-learning,python,sql,,Data Scientist
152971,c++,python,qt,opengl,openscenegraph,Software Developer
158588,python,machine-learning,sql,hadoop,apache-spark,Data Scientist
157834,apex,apex-code,salesforce-lightning,,,Salesforce Developer
152022,c++,machine-learning,qt,python,linux,Software Developer
146492,tensorflow,machine-learning,classification,,,Machine Learning Engineer
139555,hadoop,apache,bigdata,,,Big Data Developer
153217,c++,algorithm,machine-learning,,,Software Developer
152877,web-services,algorithm,machine-learning,distributed-system,go,Backend Developer
155360,pandas,d3.js,python,javascript,sql,Data Analyst
156489,qa,testing,automated-tests,,,Quality Assurance Analyst 
157057,c#,.net,tdd,cleancode,,Software Developer
157092,c#,.net,tdd,cleancode,,Software Developer
70731,java,spring,agile,lucene,javascript,Java Developer
151236,apache,java,scala,python,mapreduce,Data Engineer
150539,salesforce,apex,salesforce-lightning,javascript,,Salesforce Developer
151234,machine-learning,python,statistics,r,,Data Scientist
149597,python,tensorflow,google-cloud-platform,docker,numpy,Machine Learning Engineer
153619,java,python,sql,jenkins,ansible,Data Engineer
158347,scala,nlp,java,r,,Data Scientist
153224,machinelearning,apache-spark,scala,java,python,Data Scientist
142627,c++,computer-vision,slam,robotics,point-clouds,Software Developer
152561,apache-spark,scala,java,,,Software Developer
157794,r,python,java,c#,scala,Data Scientist
157252,spark,kafka,cassandra,scala,python,Data Engineer
139708,python,sql,deep-learning,,,Data Scientist
153692,python,sql,django,apache-spark,cassandra,Python Developer
141951,statistics,sql,machine-learning,data-science,,Data Scientist
158750,php,git,lamp,sql,,Data Engineer
153095,java,sql,spring,hadoop,,Java Developer
157219,sql,http,python,,,Data Scientist
156049,python,apache-spark,r,rstudio,sql,Data Scientist
140936,machine-learning,sql,data-mining,hadoop,python,Data Scientist
155698,hadoop,python,bigdata,java,sql,Data Engineer
93719,sql,python,java,perl,c++,Data Engineer
150599,sql,apache-kafka,amazon-kinesis,r,apache-spark,Data Engineer
146108,java,c++,python,,,Data Engineer
157792,bigdata,solution,,,,Big Data Developer
158103,hadoop,r,machine-learning,apache-spark,python,Data Scientist
155085,r,machine-learning,python,,,Data Scientist
153707,java,salesforce,apex,soa,c#,Salesforce Developer
142236,java,javascript,ruby-on-rails,scrum,leaflet,Software Developer
140581,.net,uipath,c#,,,Artificial Intelligence
152659,java-8,lucene,,,,Java Developer
139841,r,sas,matlab,scala,c#,Data Scientist
154805,java,c++,python,javascript,apache-spark,Software Developer
156372,php,salesforce,,,,Software Developer
141368,java,hadoop,scala,apache-spark,,Software Developer
150962,nlp,machine-learning,deep-learning,scala,neural-network,Data Scientist
135756,ruby-on-rails,ruby,,,,Backend Developer
154677,c++,java,machine-learning,bigdata,,Software Developer
210930,hadoop,python,machine-learning,amazon-s3,amazon-emr,Data Engineer
156591,api,user-interface,salesforce,apex,visualforce,Salesforce Developer
158296,api,user-interface,salesforce,apex,visualforce,Salesforce Developer
150909,hadoop,apache-spark,bigdata,apache-kafka,hive,Software Developer
139417,data,scientist,,,,Data Scientist
146553,java,apache-spark,apache-kafka,jquery,,Java Developer
142525,java,angularjs,nodejs,svg,d3.js,Full Stack Developer 
142066,java,hadoop,tomcat,apache-kafka,apache-flink,Software Developer
157788,c++,python,machine-learning,deep-learning,data-science,Machine Learning Engineer
156988,apache-spark,java,python,apache-kafka,redis,Software Developer
130257,ruby-on-rails,scala,bigdata,go,hadoop,Data Engineer
138434,testing,java,hadoop,ruby,scala,Data Engineer
